,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:19051001-52169000,chr1,19051001,52169000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",33117999
1,chr1:66463001-157602000,chr1,66463001,157602000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4.5,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",91138999
2,chr1:169728888-233780000,chr1,169728888,233780000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,10.0004522,0.5000425,0.0,,False,True,False,0.9523791483843138,0.04762085161568626,0.0,,0.9523791483843138,1.0,1.0,,3,0,"[0.9523791483843138, 1.0, 1.0]",64051112
3,chr2:29788610-241417534,chr2,29788610,241417534,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,15.0,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",211628924
4,chr3:1-23198571,chr3,1,23198571,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1.99991444,1.49943874,0.0,,False,True,False,0.5715097439807433,0.42849025601925667,0.0,,0.5715097439807433,1.0,1.0,,3,0,"[0.5715097439807433, 1.0, 1.0]",23198570
5,chr3:75353001-149244904,chr3,75353001,149244904,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,8.5,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",73891903
6,chr3:149519001-198295559,chr3,149519001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,4.0,0.0,0.0,,False,True,False,1.0,0.0,0.0,,1.0,1.0,1.0,,2,2,"[1.0, 1.0, 1.0]",48776558
7,chr4:96362962-129310836,chr4,96362962,129310836,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,0.0,2.99900207,0.0,,False,True,False,0.0,1.0,0.0,,0.0,1.0,1.0,,3,0,"[0.0, 1.0, 1.0]",32947874
8,chr4:151377304-190214555,chr4,151377304,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],38837251
9,chr6:118886001-170805979,chr6,118886001,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,1,,,False,True,False,0.75,0.25,,,0.75,1.0,,,2,0,"[0.75, 1.0]",51919978
